,0
0,0.11845518632831413
1,0.753208811827515
2,0.9372310933170006
3,0.13802028314989637
4,-0.6364238747611103
5,-0.26569944697278586
6,0.4467453009265135
7,-0.4327245158696979
8,0.592011017188142
9,-0.1128772169927657
10,-0.39700816077457046
11,0.5276657030954597
12,-0.08475196067542924
13,0.2639923746902152
14,0.4746998162227626
15,0.03358909407205476
16,0.5592499701640681
17,0.8195266586184167
18,0.41270388714320944
19,-0.037517355959244124
20,0.911400415508193
21,0.3806862389771327
22,-0.8106153326910102
23,-0.3344157349807652
24,-0.2223694137290423
25,-0.17198498172564583
26,0.6703395770327837
27,0.6970893987942222
28,0.8800245232262597
29,0.36916625272662695
30,0.22654551392452257
31,-0.30346216988631447
32,0.2930315030329299
33,-0.4779625940462744
34,-0.18518849769232162
35,0.5963396254092577
36,-0.08097834381020676
37,0.9432477053561249
38,0.9781649271094657
39,-0.3186315737402729
40,0.8104002390207095
41,-0.11745755458449121
42,0.8889362691628039
43,0.03092074335770542
44,0.6310975348790344
45,0.14577844363025202
46,0.4915170365768309
47,-0.7436487616036369
48,-0.2718368239062208
49,-0.6982680627087903
50,-0.8663803870056103
51,0.6937800666344092
52,-0.8049392107310305
53,-0.25623070024847766
54,-0.5130145708305996
55,-0.5556471450448914
56,-0.821767814660146
57,0.4737374670284674
58,0.25661441313972266
59,-0.42665623085488197
60,0.2904533513712347
61,0.33087405235301526
62,-0.6108386930003095
63,-0.48139933758501385
64,-0.3930042070175195
65,0.7673742213893809
66,0.003130754348565752
67,0.8522486515768602
68,0.465674676774215
69,0.7235708713734069
70,0.24609495933863457
71,-0.06576053502283484
72,0.5496450053753971
73,-0.753881075465861
74,-0.30696819169126704
75,0.879652083244582
76,-0.9802879798008969
77,0.800552008374096
78,0.08432436801809383
79,-0.9919752461874606
80,-0.7836658393657525
81,0.4583210748764085
82,-0.10420951991084881
83,-0.4270013059083366
84,-0.16522847566904128
85,0.6732461415273504
86,-0.9702336238855157
87,-0.27931326196561634
88,-0.5670982307265288
89,-0.2521603448017686
90,0.5869596967753062
91,-0.374271714734815
92,-0.3700305635068895
93,-0.8190161715590238
94,-0.016797001552366735
95,-0.6099025105931626
96,0.7448718803506988
