,0
0,-1.0183541510738285
1,-2.8522051274568194
2,-0.5719963130637957
3,0.2426103190571476
4,0.2340263808006359
5,-0.4576080046191514
6,-0.27809513413254605
7,1.323644224538018
8,-1.3601463108337453
9,-0.564041255896979
10,0.03713181713378551
11,-1.9561067168455277
12,0.8438699321552614
13,0.0001479863652275047
14,1.0638521859162766
15,0.7197179833166923
16,1.2155514306735868
17,-0.9874771967584518
18,1.132592684347785
19,0.5796310905155985
20,0.4564646928749713
21,-0.16194602994009732
22,0.8437891532578611
23,0.579819016793248
24,-1.6167530363203646
25,-0.8372413456702229
26,0.6573320961042622
27,-0.03541141940197799
28,1.1149871395745863
29,-2.534079395863216
30,-0.6019020063415449
31,-1.0920806736321857
32,-0.3778132272400551
33,0.5859007213410534
34,0.40195106339058523
35,1.2148188252402905
36,-1.572903705623137
37,1.9111695135007387
38,1.7644890287110055
39,0.2926010117253866
40,1.0442453397111389
41,1.0890529926987111
42,-0.5823353121632944
43,0.825416944064521
44,0.6489301899254029
45,-1.3156270599267228
46,0.9199947461805126
47,0.008276762852841606
48,0.12553307732300048
49,0.7411232825459009
50,1.6493993255326391
51,0.08109997562258234
52,1.7472715253819293
53,1.1742827736053874
54,-1.110670632679711
55,0.8970389398573161
56,-0.1032438575712935
57,0.5849655776040522
58,-0.7517280245088308
59,0.2196102747756957
60,-1.873513889852753
61,-0.9340617238149853
62,0.1574038698239443
63,1.209282448372616
64,-1.2779999630038765
65,-0.243086224457691
66,0.18300640918447994
67,-0.5781092512388051
68,-0.20058035327701368
69,0.39318218325224524
70,-0.6715809839154097
71,0.5858958144887754
72,1.0504049710798624
73,0.7169587562478198
74,-1.1044746541191042
75,-2.0117370336197617
76,0.4288157079009325
77,0.6162494919755932
78,0.2968987688496324
79,-0.8778499090085522
80,0.036014124063580885
81,0.14355518944893195
82,-0.7087166253858368
83,1.6411821724040103
84,0.8289150718134781
85,2.2103273407777624
86,0.46112197562580387
87,0.0927497881657054
88,0.004340363327504576
89,1.055782804008643
90,-0.5205292562655786
91,0.30839273313070675
92,0.04273484477855268
93,0.6696819034333048
94,-0.4544055505272771
95,0.13736016785600183
96,0.3133883363937288
97,0.37321293712186704
98,-0.39550126209542197
99,0.9876163529338884
