,0
0,-0.8023013897795498
1,-0.32539792736469686
2,0.7710874750042106
3,-0.31796757292132527
4,-0.9193618303854683
5,0.7639935542806493
6,-0.978830173394429
7,-1.450570073848073
8,-1.168786796207267
9,0.05137857867769702
10,-0.9890160954507828
11,0.5946292106559549
12,0.36276004830423514
13,0.023188302809981187
14,-0.07015011400838433
15,0.9795833524455562
16,0.15271969299266008
17,1.1533700743140054
18,-0.09918841860666039
19,1.4041548942228155
20,0.03019075473654516
21,-1.0063549726195817
22,-0.5571206854849383
23,-1.7805150260482936
24,-3.7969980429062096
25,-1.166806292493952
26,-0.9868157610291004
27,2.307758271648547
28,0.12809950839291073
29,-0.385349385838335
30,0.5273054082486944
31,-1.3707384450248365
32,1.882034938489895
33,0.4993446481300835
34,-1.189596727490672
35,-0.06999397235324167
36,-0.6074229272521806
37,-0.532079907632886
38,-0.8315981436431409
39,-0.20935696178851676
40,-1.4922516965196082
41,0.39527998243452894
42,0.1839709154043023
43,-1.096759983592458
44,0.004018833573269265
45,1.0118252582800609
46,1.5481780581507052
47,-2.1869857297579314
48,0.6543475669753381
49,-1.0863586039816004
50,0.1955555373497334
51,1.965587191709486
52,2.078417185070223
53,-1.5257754608977045
54,1.571898049634806
55,-1.1524778444164867
56,2.1857979646882355
57,0.8405393059370567
58,-1.0995275172906684
59,-1.9298393735889319
60,-1.0218278516913823
61,0.38046712922781345
62,-0.5246822258813929
63,-0.27551660674489387
64,0.3564399768061244
65,-0.6217234567751452
66,-0.793067254257994
67,-0.5104556367988597
68,1.3092500031213876
69,-1.1442285685212954
70,-0.053158272378734495
71,0.014286136958022819
72,0.943051205575136
73,-1.4714236684614217
74,1.8902318485952425
75,0.597064435127656
76,1.8267867758998562
77,-2.9818038327327714
78,2.7201880350358687
79,0.4751715784808429
80,0.3344738447442318
81,3.1353741872491305
82,1.299096424348832
83,-0.05642400285013565
84,0.1746401740871768
85,0.042419342234734314
86,-1.0414537129188024
87,0.42698788258140885
88,-1.138750772087171
89,-0.8449796965171823
90,0.849210547247431
91,1.2025112424527955
92,-2.547027327637948
93,-0.6343011373945047
94,-0.8089953463441132
95,-0.40963322323776796
96,2.3447311565233835
97,-0.3419218363002927
98,2.1012111390091586
99,0.8460791255448604
