,0
0,0.5754608774035624
1,0.8462132917288078
2,0.9360914650052411
3,-0.40647925695949705
4,-1.0797963177322434
5,-2.539970747636183
6,0.08960198998380783
7,-0.5140259871572294
8,-1.5088785077192133
9,-0.011330262099228907
10,-0.7759812510849614
11,-1.7936966410315303
12,-0.5299696922359022
13,0.6795964662869697
14,0.2075707190936517
15,0.2379306353003979
16,2.425780341583596
17,0.8793695985338564
18,-0.7398687090546786
19,-1.8111002593542083
20,0.2913962603360494
21,-0.4900530303653177
22,1.1052653958150913
23,0.6887558475641575
24,0.009206500087064579
25,-0.43829665546395363
26,-0.37168485016061475
27,0.2046204125368459
28,0.7532960345449123
29,-1.5150279107408873
30,-0.13394215515153088
31,1.2922600047363193
32,-2.329088341428522
33,1.9131269333295535
34,1.6924274201303804
35,-0.06910649058054703
36,-0.6665993376187738
37,-0.16375553885594663
38,-1.6731984437592011
39,2.0470314702970027
40,-1.0511443415702428
41,-0.5311185424346794
42,-0.9097306331441306
43,-0.4525257582454881
44,0.8839994305013249
45,0.3981115190731247
46,1.0790858012628457
47,-0.4834843374902373
48,-1.2326674523163852
49,0.5223576416031773
50,-0.3142922022609048
51,1.9773578513285175
52,-0.8814384281574325
53,-2.5132662499855924
54,0.00863632947078995
55,-0.09836720723330718
56,0.26780133350007507
57,0.5920863255764169
58,1.021111622656747
59,-0.9221419843294696
60,0.537641484521452
61,0.6306562209118556
62,-1.5168760355749105
63,-0.08316371015894784
64,-1.2636235574004753
65,-0.3833965101620571
66,0.3643549664935106
67,-1.4725696679617177
68,0.8112923302911863
69,-0.909016948935709
70,-1.5612606438563963
71,-0.01840026050710468
72,-0.15041630756873622
73,0.5674361475519265
74,0.3099302143307208
75,0.31633082957278663
76,-0.9246336518405477
77,1.2864377861116687
78,-0.4952986516420909
79,2.697828204850955
80,1.137088809429108
81,-0.20297269080500968
82,0.5097074130914486
83,1.044038788696406
84,1.4726778216676708
85,0.4405341487412918
86,0.017434115157218655
87,2.8531428390406863
88,0.8652155122376034
89,1.0053292111626007
90,0.9323559708244359
91,0.4192158676488492
92,-0.33923225376072286
93,-2.8274554470280355
94,0.4281765411478861
95,-1.6675190701154217
96,0.906073144812671
97,1.6833037828280655
98,-0.03100928808981197
99,1.0067559329393148
100,1.5464571444361108
101,-0.16181767431126848
102,-0.3181486506648561
103,0.16805767913158984
104,1.018484239260182
105,-0.26584469469461014
