,n_features,n_targets,epsilon,mae,mse,friedman_mse
0,6.0,2.0,0.0,1.8121652639900692,1.8384339915843093,1.8593274413955607
1,6.0,2.0,0.01020408163265306,19.115499587487594,16.42795894606857,15.510048684200285
2,6.0,2.0,0.02040816326530612,38.313006687038246,34.17575140341466,34.34989883384579
3,6.0,2.0,0.030612244897959183,53.561212929309086,48.791464154244665,48.49110295917128
4,6.0,2.0,0.04081632653061224,56.13779622019733,52.06838082205402,51.933459692623394
5,6.0,2.0,0.0510204081632653,66.76129547335049,59.914946974127886,60.14536565084771
6,6.0,2.0,0.061224489795918366,53.69873259713486,51.012932560764156,51.20557866457224
7,6.0,2.0,0.07142857142857142,91.64544587610045,84.15259504193051,83.24835146713994
8,6.0,2.0,0.08163265306122448,96.73325172494658,87.54254616091987,86.60879881500794
9,6.0,2.0,0.09183673469387754,123.74616901732678,111.46663908016276,113.34457896521403
10,6.0,2.0,0.1020408163265306,116.99938902161246,107.42292526819787,105.98891232752838
11,6.0,2.0,0.11224489795918366,141.3788659585194,132.7275908823977,132.39050027841213
12,6.0,2.0,0.12244897959183673,109.37812938465706,102.37771116267947,101.36352993689046
13,6.0,2.0,0.13265306122448978,136.33245410866587,122.05928601703313,121.66319651078128
14,6.0,2.0,0.14285714285714285,139.25557298659834,128.21248786066718,127.71199000473433
15,6.0,2.0,0.1530612244897959,159.76454789461567,145.0995577332132,143.29188022763867
16,6.0,2.0,0.16326530612244897,141.4246276700258,128.034456305979,126.47977970717929
17,6.0,2.0,0.17346938775510204,165.20872621865314,155.35593899393047,155.01122947712912
18,6.0,2.0,0.18367346938775508,165.5093788268381,149.87361912055445,149.70202754160348
19,6.0,2.0,0.19387755102040816,176.86266666724765,156.50667213403048,154.9160761608765
20,6.0,2.0,0.2040816326530612,178.75771744741144,162.3240282359097,161.40809645543266
21,6.0,2.0,0.21428571428571427,152.5248327805024,139.74653587485145,138.09021401693332
22,6.0,2.0,0.22448979591836732,195.74912231776142,175.11691532443518,174.38316842530224
23,6.0,2.0,0.2346938775510204,185.1004807971611,167.43526261683613,164.00665880649132
24,6.0,2.0,0.24489795918367346,217.46474031019687,193.43877797637018,194.99142611663808
25,6.0,2.0,0.25510204081632654,192.44447015591075,177.3025699191616,176.2358364825294
26,6.0,2.0,0.26530612244897955,214.20376837444005,190.01576758911247,190.28482360131204
27,6.0,2.0,0.2755102040816326,188.77281274516386,171.46375744861766,170.18110911268622
28,6.0,2.0,0.2857142857142857,242.24977980010019,217.34396619223807,215.74030174128143
29,6.0,2.0,0.29591836734693877,236.77296550898282,213.90964664632662,209.99565287536137
30,6.0,2.0,0.3061224489795918,243.26759487413312,220.99952475294324,218.76464844429657
31,6.0,2.0,0.31632653061224486,242.023603122171,220.1432894802529,219.25422144451622
32,6.0,2.0,0.32653061224489793,220.7288064629589,197.56775209091597,194.59204733088515
33,6.0,2.0,0.336734693877551,264.29596756420625,238.90850595135495,237.98229611675978
34,6.0,2.0,0.3469387755102041,239.76013640003984,220.57684171924015,218.088334176667
35,6.0,2.0,0.3571428571428571,259.19239538114493,232.88916624812467,231.41680557426528
36,6.0,2.0,0.36734693877551017,222.71578391354032,203.69090660103618,200.59268137266332
37,6.0,2.0,0.37755102040816324,267.9398462833043,241.18722293970404,239.19269370871206
38,6.0,2.0,0.3877551020408163,307.55585867808577,269.6881301214343,271.32683602856605
39,6.0,2.0,0.39795918367346933,289.6423380527748,262.7026826999203,260.4263167011075
40,6.0,2.0,0.4081632653061224,281.107312978429,248.87312443957606,246.8096588250147
41,6.0,2.0,0.4183673469387755,278.2974066229963,249.85748249586683,246.29067024823547
42,6.0,2.0,0.42857142857142855,298.8350481399275,267.2259590827246,262.6570814016314
43,6.0,2.0,0.4387755102040816,323.31751767117674,287.8468239914846,285.28920716842765
44,6.0,2.0,0.44897959183673464,273.45192363943926,248.38456265817604,246.28477190459853
45,6.0,2.0,0.4591836734693877,314.6309019056829,278.22427644760745,275.79596389877634
46,6.0,2.0,0.4693877551020408,286.4078325985903,258.5471594347152,257.99257940165484
47,6.0,2.0,0.47959183673469385,299.27164060872786,271.179786722018,267.77726569463596
48,6.0,2.0,0.4897959183673469,319.7873916877789,280.95316893030764,276.8119513308457
49,6.0,2.0,0.5,330.19119262103237,298.9434208448006,295.8423190114809
